X,Y,OBJECTID_1,UniqueID,ProjectName,AwardDateYearFunded,City,SiteAddress,County,ParcelTaxID,Latitude,Longitude,FundingSource,TotalBrownfieldIncentives,F381ApprovedAmount,GrantAwardAmount,LoanAwardAmount,WaterfrontAwardAmount,BrownfieldSiteAssessment,StateFundedCleanupAmountSpent,Acreage,DevelopmentType
-86.22507,43.0620900000001,380,2200603007,Grand Landing,2006/03/09 00:00:00+00,Grand Haven,6th Street and Adams Street,OTTAWA,"58-70-03-21-152-002, 58-70-03-21-152-007, 58-70-03-21-152-008, 58-70-03-21-153-002, 58-70-03-21-153-003, 58-70-03-21-153-004, 58-70-03-21-156-007, 58-70-03-21-159-002, 58-70-03-21-159-005, 58-70-03-21-159-006, 58-70-03-21-159-007, 58-70-03-21-159-008",43.06209,-86.22507,"BRG,BRL",2000000,,"$1,000,000 ","$1,000,000 ",0,,0,21,Residential/Commercial
-86.222585,43.0692040000001,381,2200711032,Grand Landing Project (formerly Northend Redevelopment/Grandwater Project),2007/11/15 00:00:00+00,Grand Haven,6th Street and Adams Street,Ottawa,"58-70-03-21-152-002, 58-70-03-21-152-007, 58-70-03-21-152-008, 58-70-03-21-153-002, 58-70-03-21-153-003, 58-70-03-21-153-004, 58-70-03-21-156-007, 58-70-03-21-159-002, 58-70-03-21-159-005, 58-70-03-21-159-006, 58-70-03-21-159-007, 58-70-03-21-159-008",43.069204,-86.222585,381,8894015,"$8,894,015 ",,,0,,0,21,PD Planned Development
-84.746065,42.755139,382,2200202002,Grand Ledge Island Park Bridge,2002/02/27 00:00:00+00,Grand Ledge,206 W River St,EATON,<null> ,42.755139,-84.746065,WRG,125000,,,,125000,,0,0,No Development
-85.6563199999999,42.9705900000001,383,2200408018,Grand Rapids Areawide,2004/08/31 00:00:00+00,Grand Rapids,<null> ,KENT,<null> ,42.97059,-85.65632,"SAF, RRL",1000000,,"$500,000 ","$500,000 ",0,,0,86.26,Commercial/Residential
-85.693497,42.9711280000001,384,2201404008,Grand Rapids Areawide Site Assessment,2014/04/25 00:00:00+00,Grand Rapids,"601,615,621 Lake Michigan Dr NW,300 Monroe Ave. NW, 134, 140, 144 Lexington Ave NW, 1021 Bridge St NW, 1041 East Fulton St, 1530 Madison Ave SE",KENT,38-6004689,42.971128,-85.693497,SAF,71579,,71579,,0,,0,0,Not Required
-85.680467,43.002015,385,2200109041,Grand Rapids Die Casting (former),2001/09/19 00:00:00+00,Walker,2125 Turner N.W.,Kent,41-13-12-376-003,43.002015,-85.680467,381,1207500,"$1,207,500 ",,,0,,0,0,<null> 
-85.670686,42.9548,386,2201201001,Grand Rapids Downtown Market,2012/01/13 00:00:00+00,Grand Rapids,"435 Ionia SW,109 Logan SW",KENT,"41-13-36-227-015,41-13-36-227-017",42.9548,-85.670686,BRG,1000000,,"$1,000,000 ",,0,,0,3.45,Commercial
-85.677111,42.9497280000001,387,2201808001,Grand Rapids Plaza Roosevelt,2018/08/13 00:00:00+00,Grand Rapids,644 Grandville Ave,Kent,4.11E+11,42.949728,-85.677111,,1000000,,"$235,000 ",,,,,6.49,Mixed Use
-85.671372,42.9711520000001,388,2201503003,Grand Rapids Research Center,2015/03/04 00:00:00+00,Grand Rapids,155 Michigan Street NW and 432 Monroe Avenue NW,Kent,"41-13-24-481-003, 41-13-24-481-001",42.971152,-85.671372,381,462613,"$462,613 ",,,0,,0,4.3,city center
-85.671372,42.9711520000001,389,2201502001,Grand Rapids Research Center,2015/02/12 00:00:00+00,Grand Rapids,"155 Michigan Street NW,432 Monroe Ave NW",KENT,"41-13-24-481-003,41-13-24-481-001",42.971152,-85.671372,BRG,1000000,,"$1,000,000 ",,0,,0,4.3,Government/Non Profit
-85.673208,42.975717,390,2200004012,Grand Rapids Waterfront,2000/04/13 00:00:00+00,Grand Rapids,6th St Bridge Park,KENT,<null> ,42.975717,-85.673208,WRG,2550000,,"$2,550,000 ",,0,,0,0,Park/Recreational
-84.406305,42.249036,391,2199908029,Grand River Cap Removal and Waterfront Development,1999/08/05 00:00:00+00,Jackson,"corner of N. Mechanic St, and W. Louis GlickHwy",JACKSON,<null> ,42.249036,-84.406305,WRG,834000,,,,834000,,0,0,Commercial
-83.629695,42.9276820000001,392,2201301001,Grand Saginaw Plaza,2013/01/02 00:00:00+00,Grand Blanc,11431 and 11511 South Saginaw Street,Genesee,"56-15-100-003; 56-15-100-004",42.927682,-83.629695,381,802875,"$802,875 ",,,0,,0,0.89,B3- Commercial
-85.642594,44.756263,393,2201110022,Grand Traverse Commons,2011/10/13 00:00:00+00,Traverse City/Garfield Twp.,830 Cottageview Drive,Grand Traverse,<null> ,44.756263,-85.642594,381,1493749,"$1,493,749 ",,,0,,0,0,Mixed-Use
-85.643332,44.756021,394,2200309020,Grand Traverse Commons,2003/09/24 00:00:00+00,Traverse City,830 Cottageview Drive,GRAND TRAVERSE,<null> ,44.756021,-85.643332,BRG,1000000,,"$1,000,000 ",,0,,0,0,Residential/Commercial
-85.642594,44.756263,395,2200212037,Grand Traverse Commons,2002/12/20 00:00:00+00,Traverse City,West 11th Street,Grand Traverse,<null> ,44.756263,-85.642594,381,138050,"$138,050 ",,,0,,0,14.58,Mixed Use/C1
-85.642594,44.7560780000001,396,2200810036,Grand Traverse Commons - Inn at the Commons,2008/10/23 00:00:00+00,Traverse City,830 Cottageview Drive,GRAND TRAVERSE,"28-51-360-013-00,28-51-360-014-00,28-51-360-012-00,28-51-360-011-00",44.756078,-85.642594,BRL,1000000,,,"$1,000,000 ",0,,0,4,Commercial
-85.642594,44.756263,397,2200502001,Grand Traverse Commons Phase II,2005/02/23 00:00:00+00,Traverse City,830 Cottageview Drive,GRAND TRAVERSE,<null> ,44.756263,-85.642594,BRG,1000000,,"$1,000,000 ",,0,,0,3,Residential/Commercial
-83.8886229999999,42.334029,398,2201708383,Grandview Commons,2017/08/04 00:00:00+00,Dexter,7931 Grand Street,Washtenaw,,42.334029,-83.888623,381,1637017,"$1,637,017.00 ",,,,,,,
-85.626117,44.7657,399,2201307014,Grandview Parkway Properties,2013/07/29 00:00:00+00,Traverse City,207 W. Grandview Parkway,GRAND TRAVERSE,<null> ,44.7657,-85.626117,"BRG, RRL",2000000,,"$1,000,000 ","$1,000,000 ",0,,0,0.32,Commercial
-82.996944,42.4019440000001,400,2199806014,Gratiot Trailer Park,1998/06/05 00:00:00+00,Detroit,10640 Gratiot Ave.,Wayne,<null> ,42.401944,-82.996944,<null> ,0,,,,0,Yes,0,16,Commercial
-83.3947219999999,42.3500000000001,401,2199906017,Gray Street Dump,1999/06/07 00:00:00+00,Westland,Gray St. S of Joy Rd.,Wayne,<null> ,42.35,-83.394722,<null> ,0,,,,0,Yes,0,10,Park Expansion
-84.68999,44.6552,402,2200408019,Grayling Areawide,2004/08/31 00:00:00+00,Grayling,<null> ,CRAWFORD,<null> ,44.6552,-84.68999,"SAF,BRL",280000,,"$200,000 ","$80,000 ",0,,0,0,Commercial/Industrial
-84.706986,44.655178,403,22018,Grayling Northern Market,2018/01/24 00:00:00+00,Grayling,2059 I-75 Business Loop,Crawford,20-070-017-006-080-00,44.655178,-84.706986,"BRL, BRG, RMG",1175000,,"$1,000,000 ","$175,000.00 ",,,,2.3,
-84.715219,44.660739,404,2201805001,Grayling Sawmill,2018/05/11 00:00:00+00,Grayling,104 Michigan Avenue,Crawford,20-070-100-017-005-01,44.660739,-84.715219,CEI,454000,,"$454,000 ",,,,,0.31,Mixed Use
-85.681409,42.9525080000001,405,2200102005,GRCC/M-TEC,2001/02/22 00:00:00+00,Grand Rapids,622 Godfrey Ave SW,KENT,<null> ,42.952508,-85.681409,BRG,1000000,,"$1,000,000 ",,0,,0,13,Government/Non Profit
-85.631966,42.9436860000001,406,2200904012,GRCS Consolidated Elementary School,2009/04/30 00:00:00+00,Grand Rapids,"1501 Fisk Street, SE, Grand Rapids",KENT,<null> ,42.943686,-85.631966,BRG,712966,,"$712,966 ",,0,,0,8.5,Government/Non Profit
-83.3701589999999,41.8956440000001,407,2200906013,"Great Lakes Towers, LLC Manufacturing Plant",2009/06/05 00:00:00+00,Monroe,111 Borchert Park Drive,MONROE,58-55-49-01527-002,41.895644,-83.370159,"SRG,BRL,SAF",2070000,,"$1,070,000 ","$1,000,000 ",0,,0,38.21,Industrial
-83.0491299999999,42.3544000000001,408,2199410013,Greater Riverfront Area,1994/10/18 00:00:00+00,Detroit,<null> ,WAYNE,<null> ,42.3544,-83.04913,SAF,1000000,,"$1,000,000 ",,0,,0,0,Commercial/Industrial/Residential
-83.1641969999999,42.1065990000001,409,2200004028,Grosse Ile Airport and Commerce Park (Grosse Ile Twp.),2000/04/13 00:00:00+00,Grosse Ile Township,9601 Groh Rd,WAYNE,<null> ,42.106599,-83.164197,"WRG, SRG, RRL",1819000,,"$220,000 ","$850,000 ",749000,,0,603,Industrial
-83.1641969999999,42.1065990000001,410,2200207015,Grosse Ile Airport/Grosse Ile Airport Industrial Park,2002/07/09 00:00:00+00,Grosse Ile,9601 Groh Rd,Wayne,<null> ,42.106599,-83.164197,381,525200,"$525,200 ",,,0,,0,106,A-1 Airport District
-85.646871,44.748277,411,2200103006,GTC Barns,2001/03/07 00:00:00+00,Traverse City,1490 Red Dr,Grand Traverse,<null> ,44.748277,-85.646871,<null> ,0,,,,0,Yes,0,100,Comm. Dev.
-85.6447219999999,44.7572220000001,412,2200103015,GTC Building 50,2001/03/26 00:00:00+00,Traverse City,1200 West 11th St.,Grand Traverse,<null> ,44.757222,-85.644722,<null> ,0,,,,0,Yes,0,44.3,Comm. Dev.
-85.6422219999999,44.7575000000001,413,2200103016,GTC Core Campus,2001/03/26 00:00:00+00,Traverse City,Red & Brown Dr.,Grand Traverse,<null> ,44.7575,-85.642222,<null> ,0,,,,0,Yes,0,22,Comm. Dev.
-85.6786299999999,43.0030600000001,414,2199801002,H. Brown Company Superfund Site,1998/01/13 00:00:00+00,Walker,2204 Turner Ave NW,KENT,<null> ,43.00306,-85.67863,SRG,289300,,"$289,300 ",,0,,0,17,Commercial
-84.548463,42.7551540000001,415,2200611037,Habitat for Humanity,2006/11/15 00:00:00+00,Lansing,1941 Benjamin Dr,INGHAM,<null> ,42.755154,-84.548463,BRG,249750,,"$249,750 ",,0,,0,1,Government/Non Profit
-84.794974,44.004402,416,2200701001,HAEDCO Industrial Park,2007/01/29 00:00:00+00,Harrison,1184 N. County Farm Street,Clare,18-070-028-400-16,44.004402,-84.794974,381,53475,"$53,475 ",,,0,,0,52,Industrial
-84.794974,44.004402,417,2200612043,HAEDCO Industrial Park Development,2006/12/21 00:00:00+00,Harrison,1184 N. County Farm Street,CLARE,18-070-028-400-15,44.004402,-84.794974,"SRG,BRL",416000,,"$55,000 ","$361,000 ",0,,0,52,Industrial
-85.643333,44.987222,418,2201205005,Harbor Heights,2012/05/08 00:00:00+00,Suttons Bay,N. West Bay Shore Dr,Leelanau,<null> ,44.987222,-85.643333,<null> ,0,,,,0,Yes,0,7.65,Residential
-82.964415,42.3564430000001,419,2200711031,Harbor Hills Marina,2007/11/15 00:00:00+00,Detroit,150 St. Jean/11200 & 11250 Freud,Wayne,<null> ,42.356443,-82.964415,<null> ,0,,,,0,Yes,0,22.53,Comm./Res.
-86.459423,42.119451,420,2200703004,Harbor Shores,2007/03/08 00:00:00+00,Benton Harbor,"East of Upton, North of CSX Railroad and South of 63 (about 100 parcels)",BERRIEN,<null> ,42.119451,-86.459423,BRL,2000000,,"$1,000,000 ","$1,000,000 ",0,,0,65,Commercial/Residential/Park/Recreational
-86.4547219999999,42.120278,421,2200609028,Harbor Shores Parcel 63,2006/09/05 00:00:00+00,Benton Harbor,111 Graham Ave.,Berrien,<null> ,42.120278,-86.454722,<null> ,0,,,,0,Yes,0,5.07,Res./Comm.
-86.458835,42.119781,422,2200609027,Harbor Shores Parcels 60/61,2006/09/05 00:00:00+00,Benton Harbor,201 Graham Ave,Berrien,<null> ,42.119781,-86.458835,<null> ,0,,,,0,Yes,0,6.64,Residential
-86.459423,42.119451,423,2200704006,Harbor Shores Redevelopment Project,2007/04/04 00:00:00+00,Benton Harbor,"East of Upton, North of CSX Railroad and South of 63 (about 100 parcels)",Berrien,"11-76-0023-0031-15-9, 11-76-0023-0033-01-1, 11-76-0023-0033-02-0, 11-76-0023-0032-02-3, 11-76-0023-0032-01-5, 11-76-0023-0031-13-2, 11-76-0023-0031-02-7, 11-76-0023-0031-10-8, 11-76-0023-0031-18-3, 11-76-0024-0076-00-2, 11-76-0023-0031-03-5",42.119451,-86.459423,381,8539700,"$8,539,700 ",,,0,,0,570,Residential and commercial
-86.4547699999999,42.07818,424,2200408020,Harbor Town,2004/08/31 00:00:00+00,Benton Harbor,"306 12th Street,261, 271 Market Street,12 Street,Riverview Drive,Hinkley/Colfax,Riverview Drive,Water/Main Streets,Colfax,Wall Street,Miller Street,Eleventh Street/Gray,Waukonda/Paw Paw Avenue,5th/Territorial,",BERRIEN,<null> ,42.07818,-86.45477,SAF,300000,,"$300,000 ",,0,,0,60,Commercial/Industrial
-83.012234,42.340631,425,2201301003,Harbortown Riverside Apartments,2013/01/29 00:00:00+00,Detroit,250 Harbortown Drive,Wayne,none assigned yet,42.340631,-83.012234,381,1087269,"$1,087,269 ",,,0,,0,4.62,PD - Planned Development District
-85.628767,44.7657990000001,426,2199910045,Harbour View Center,1999/10/20 00:00:00+00,Traverse City,"321, 325, & 333 Grandview Parkway",Grand Traverse,<null> ,44.765799,-85.628767,381,223840,"$223,840 ",,,0,,0,1.69,<null> 
-83.300244,44.6510430000001,427,220190335,Harrisville Sports Center,2019/08/14 00:00:00+00,Harrisville,216 US-23,Alcona,"060-014-100-038-01, 120-120-013-161-00, 120-120-01",44.651043,-83.300244,RPF,131000,,"$131,000 ",,,,,21.75,Campground
-86.161371,42.213172,428,2199811028,Hartford School Athletic Field,1998/11/06 00:00:00+00,Hartford,N end of Edwin St.,Van Buren,<null> ,42.213172,-86.161371,<null> ,0,,,,0,Yes,0,3,Athletic field expansion
-85.284939,42.649013,429,2200507016,Hastings Library,2005/07/05 00:00:00+00,Hastings,227 East State St,BARRY,<null> ,42.649013,-85.284939,BRG,213000,,"$213,000 ",,0,,0,0.5,Government/Non Profit
-83.0628389999999,42.373275,430,2200104020,Hastings Street,2001/04/05 00:00:00+00,Detroit,Hastings St. North of Milwaukee Ave,Wayne,<null> ,42.373275,-83.062839,<null> ,0,,,,0,Yes,0,2.2,Comm. Dev.
-83.0919249999999,42.474884,431,2201512028,Hazel Park Racetrack,2015/12/01 00:00:00+00,Hazel Park,1400 East Ten Mile,Oakland,<null> ,42.474884,-83.091925,"BRL, RRL",2000000,,,"$2,000,000 ",0,,0,36,Mixed Use
-84.541713,42.723778,432,2201807002,Hazel Street (the Wing) ,2018/07/18 00:00:00+00,Lansing,735 Hazel Street ,Ingham,33-01-01-22-105-001,42.723778,-84.541713,BRG,1716282,,"$253,000 ","$1,463,282 ",,,,3.218,Mixed Use
-85.669652,42.960383,433,2199410014,Heartside Redevelopment,1994/10/18 00:00:00+00,Grand Rapids,"100, 110-120, 200, 131 Ionia Ave, 121 Commerce",KENT,<null> ,42.960383,-85.669652,SAF,500000,,"$500,000 ",,0,,0,0,Residential/Commercial
-84.636944,41.927778,434,2199904011,Hillsdale Coal and Gas,1999/04/29 00:00:00+00,Hillsdale,West St. & St. Joseph River,Hillsdale,<null> ,41.927778,-84.636944,<null> ,0,,,,0,Yes,0,7,Residential Condos
-83.454167,42.375278,435,2200002001,Hines/Plymouth Dump,2000/02/04 00:00:00+00,Plymouth,SE corner Hines/Plymoth Rds.,Wayne,<null> ,42.375278,-83.454167,<null> ,0,,,,0,Yes,0,0.6,Park Expansion
-85.645278,44.7483330000001,436,2201210021,Historic Barns Park,2012/10/19 00:00:00+00,Traverse City,1500 Red St.,Grand Traverse,<null> ,44.748333,-85.645278,<null> ,0,,,,0,Yes,0,56,Comm. Education/Rec.
-85.660833,42.9752780000001,437,2200410036,Hoff Industries,2004/10/13 00:00:00+00,Grand Rapids,719 Prospect Ave. NE,Kent,<null> ,42.975278,-85.660833,<null> ,0,,,,0,Yes,0,1,Commercial/Industrial
-84.781065,43.6041030000001,438,2199904010,Honegger's Grain Elevator (Mt. Pleasant),1999/04/22 00:00:00+00,Mt. Pleasant,411 W. Broadway,ISABELLA,<null> ,43.604103,-84.781065,"SRG,WRG",270000,,"$185,000 ",,85000,,0,0,Residential
-84.781053,43.6041960000001,439,2199704015,Honneger's Elevator,1997/04/11 00:00:00+00,Mt. Pleasant,SW corner W Broadway/S Oak,Isabella,<null> ,43.604196,-84.781053,<null> ,0,,,,0,Yes,0,10,Small Commercial
-83.7963329999999,42.448066,440,2201812869,Hoskins,2017/12/04 00:00:00+00,Hamburg Township,10776 Hall Rd,Livingston,4715-25-400-014,42.448066,-83.796333,"BRL, BRG",630000,,"$205,000 ","$425,000.00 ",,,,19.95,Commercial
-88.56711,47.1083600000001,441,2199809022,Houghton High School,1998/09/10 00:00:00+00,Houghton,1603 Gundlach Rd,HOUGHTON,<null> ,47.10836,-88.56711,"SRG, RRL",540000,,"$115,000 ","$425,000 ",0,,0,0,Commercial
-87.6406249999999,46.491409,442,2200910023,Howard Oil,2009/10/22 00:00:00+00,Ishpeming,E. Division St.,Marquette,<null> ,46.491409,-87.640625,<null> ,0,,,,0,Yes,0,5.75,Comm./recreation
-83.9571799999999,43.4442300000001,443,2200011051,Hoyt Nursing Home,2000/11/08 00:00:00+00,Saginaw,1202 Weiss St,SAGINAW,<null> ,43.44423,-83.95718,BRG,222000,,"$222,000 ",,0,,0,4.33,Commercial
-83.1036109999999,42.3500000000001,444,2200004006,Hudson Station,2000/04/03 00:00:00+00,Detroit,3450 Hudson Ave.,Wayne,<null> ,42.35,-83.103611,<null> ,0,,,,0,Yes,0,0.3,Residential
-87.9988519999999,46.9631350000001,445,2200309022,Huron Island Lighthouse,2003/09/29 00:00:00+00,Arvon Township,Huron Island in Big Bay,BARAGA,<null> ,46.963135,-87.998852,WRG,62500,,,,62500,,0,0,Not Required
-83.032549,42.3956860000001,446,2200212035,I-94 Industrial Park,2002/12/19 00:00:00+00,Detroit,"Bounded by Mt. Elliott St, Huber St, St Cyril, Miller St. ",Wayne,project involves 1359 tax parcels,42.395686,-83.032549,381,417125,"$417,125 ",,,0,,0,153,M-2 and M-4 Industrial
-83.030422,42.395635,447,2199503001,"I-94 North Industrial Park (Commerce Park), City of Detroit",1995/03/09 00:00:00+00,Detroit,"Bounded byHuber, to Winfield, to Grinnell, to St. Cyril, to Miller, to M.C. Rail Road, back to Huber",WAYNE,<null> ,42.395635,-83.030422,SRG,1164950,,"$1,164,950 ",,0,,0,144,Industrial
-85.649468,42.9537100000001,448,2201811868,ICCF Eastern Ave (GR),2017/11/14 00:00:00+00,Grand Rapids,501 Eastern Ave,Kent,41-31-232-018,42.95371,-85.649468,BRG,249000,,"$249,000 ",,,,,1.47,Mixed Use
-86.22326,41.8609730000001,449,2201712824,Indeck Niles Energy Center Project,2017/12/01 00:00:00+00,Niles,2200 Progressive Drive,Berrien,,41.860973,-86.22326,381,4744420,"$4,744,420.00 ",,,,,,,
-85.5253059999999,42.2567520000001,450,2201312025,Industrial Property (General Mills Property),2013/12/12 00:00:00+00,Comstock Township,3800 Midlink,Kalamazoo,07-31-102053,42.256752,-85.525306,381,1830900,"$1,830,900 ",,,0,,0,26.32,Manufacturing
-85.669498,42.956532,451,2200705012,"Infinity Companies, LLC Redevelopment Project",2007/05/01 00:00:00+00,Grand Rapids,"333-351 Commerce Avenue, SW",Kent,"41-13-25-485-002, 41-13-25-485-004, 41-13-25-485-005",42.956532,-85.669498,381,84234,"$84,234 ",,,0,,0,0.47,C-3b City Center Service District
-82.494161,42.713778,452,2201607019,Inn on Water Street,2016/07/07 00:00:00+00,Marine City,"102 Bridge St, 420 South Water Street",Saint Clair,"74-02-475-0205-000, 74-02-475-0206-000, 74-02-475-0207-000",42.713778,-82.494161,381,31000,"$31,000 ",,,0,,0,0.62,Mixed Use
-82.494161,42.713778,453,2201512029,Inn on Water Street,2015/12/23 00:00:00+00,Marine City,102 Bridge  St,Saint Clair,"74-02475-0205-00, 74-02-475-0206-000,74-02-475-0207-000, 74-02-475-0208-000",42.713778,-82.494161,"BRG, BRL",529875,,"$249,875 ","$280,000 ",0,,0,0.62,Mixed Use
-82.494161,42.713778,454,2201705850,Inn on Water Street 381 WP Amendment,2017/05/16 00:00:00+00,Marine City,102 Bridge Street,Saint Clair,74-02-475-0205-000,42.713778,-82.494161,381,147150,"$147,150.00 ",,,,,,0.62,
-85.06853,42.9745800000001,455,2199507007,Ionia Point Property,1995/07/06 00:00:00+00,Ionia,<null> ,IONIA,<null> ,42.97458,-85.06853,SRG,100000,,"$100,000 ",,0,,0,0,Commercial
-85.669785,42.9774390000001,456,2200705015,"Irish Twins Group, LLC Redevelopment Project",2007/05/29 00:00:00+00,Grand Rapids,"801-803 Ionia Avenue, NW",Kent,41-13-24-429-004,42.977439,-85.669785,381,226550,"$226,550 ",,,0,,0,2.2,Mixed-use
-83.133367,42.473669,457,2201709833,Iron Ridge Development,2017/09/22 00:00:00+00,Ferndale and Pleasant Ridge,"3155-3351, 3164-3252, 3342-3350 Bermuda and 400-404, 660 East 10 Mile Road",Oakland,,42.473669,-83.133367,381,3031227,"$3,031,227.00 ",,,,,,,
-84.505137,42.6306420000001,458,2201405013,Ironguard,2014/05/22 00:00:00+00,Holt,1600 Cedar St.,Ingham,<null> ,42.630642,-84.505137,<null> ,0,,,,0,Yes,0,1.7,Commercial
-87.667999,46.4895720000001,459,2199902055,Ishpeming Redevelopment Sites,1999/02/12 00:00:00+00,Ishperming,200 S 1st St.,Marquette,<null> ,46.489572,-87.667999,RRL,80000,,,"$80,000 ",0,,0,0,Commercial/ Mixed Use
-86.47153,42.101614,460,2200101003,Island Pointe Marina (Anchor's Way),2001/01/25 00:00:00+00,St. Joseph,434 Anchors Way,Berrien,"11-76-0025-0028-00-7, 11-76-0025-0027-00-0, 11-76-0024-0017-03-1, 11-76-0025-0094-02-5",42.101614,-86.47153,381,4645,"$4,645 ",,,0,,0,11,Water Recreation Development
-83.2400049999999,42.7037540000001,461,2200007043,J.A.R. Development (Frmr A & A Asphalt),2000/07/27 00:00:00+00,Auburn Hills,4140 Lapeer Road,Oakland,"14-02-200-004, 14-02-200-005, 14-02-200-006",42.703754,-83.240005,381,431611,"$431,611 ",,,0,,0,37,I-1 Light industrial
-84.4056449999999,42.258201,462,2200408021,Jackson Armory Project,2004/08/31 00:00:00+00,Jackson,100 Armory ct,JACKSON,<null> ,42.258201,-84.405645,WRG,150000,,,,150000,,0,37,Residential/Commercial
-84.461562,42.2590250000001,463,2201510027,Jackson County Airport Realignment,2015/10/08 00:00:00+00,Jackson,3606 Wildwood Ave,Jackson,<null> ,42.259025,-84.461562,BRL,1000000,,,"$1,000,000 ",0,,0,36,Government/Non Profit
-84.407394,42.2588940000001,464,2200408022,Jackson Riverwalk Trail,2004/08/31 00:00:00+00,Jackson,North Street where Grand River intersects,JACKSON,<null> ,42.258894,-84.407394,WRG,356151,,,,356151,,0,0,Park/Recreational
-86.448131,43.9532550000001,465,2200408023,James Street Ludington SAG,2018/04/26 00:00:00+00,Ludington,304 South James Street,Mason,,43.953255,-86.448131,RPF,54000,,,,,,,0.46,Officespace
-87.663519,46.489016,466,220190336,Jasperlite Senior Housing,2019/08/02 00:00:00+00,Ishpeming,550 Cleveland Avenue,Marquette,52-51-561-011-00 Lot 11A 52-51-561-010-00 Lot 10,46.489016,-87.663519,RMG,205626,,"$205,626 ",,,,,6.03,Senior Housing
-85.6636329999999,42.9737840000001,467,2201406021,JB Attorney Holdings Clancy 2 LLC,2014/06/13 00:00:00+00,Grand Rapids,221 Trowbridge Street NE,Kent,41-14-19-332-033,42.973784,-85.663633,381,466348,"$466,348 ",,,0,,0,1.3,PUD
-82.943388,42.3732200000001,468,220190319,Jefferson Chalmers East,2019/01/22 00:00:00+00,Detroit, 14201 E. Jefferson Avenue ,Wayne,,42.37322,-82.943388,RMG,250000,,"$250,000 ",,,,,36,Mixed
-83.0222219999999,42.3380560000001,469,2199511010,Jefferson Chene,1995/11/17 00:00:00+00,Detroit,SE corner Jefferson/Chene,Wayne,<null> ,42.338056,-83.022222,<null> ,0,,,,0,Yes,0,2,Strip Mall
-83.031111,42.335,470,2199511011,Jefferson Riopelle,1995/11/17 00:00:00+00,Detroit,Layfayette Park @ Jefferson/Riopelle,Wayne,<null> ,42.335,-83.031111,<null> ,0,,,,0,Yes,0,4,Park
-86.246111,45.951111,471,2200806017,Jensen's Fish Market,2008/06/03 00:00:00+00,Manistique,East Lakeshore Drive,Schoolcraft,<null> ,45.951111,-86.246111,<null> ,0,,,,0,Yes,0,0.1,Waterfront Dev.
